,0a) Mitglied im DVE,1a) Alter,1b) Berufserfahrung,1c) Geschlecht,1d) Arbeitsort,1e) Höchster Berufsabschluss,2a) Status Hauptarbeitsverhältnis,2b) Grund für Teilzeit- oder geringfügige Beschäftigung,2c) Beschäftigung in einer Zeitarbeitsfirma/ als Leiharbeitnehmer:in,3a) Befristetes Arbeitsverhältnis,"4a) Leitungsfunktion, mit Personalverantwortung",4b) Verantwortung für,4c) Umfang der Leitungstätigkeit durch Arbeitgeber,5a) Arbeitgeber/ Einrichtungsart,5b) Fachlicher Schwerpunkt,6a) Meine vertraglich festgelegte Wochenarbeitszeit beträgt,6b) Ich arbeite auch am...,6c) Wenn Sie Sonn- und Feiertagsdienste machen – gibt es Zuschläge bei der Vergütung?,7a) Wie erfolgt der Ausgleich von Überstunden?,7b) Leisten Sie regelmäßig Überstunden?,8a) Ich habe in den letzten 12 Monaten mindestens eine externe berufsbezogene Fortbildung wahrgenommen (inkl. Onlineangeboten),8b) Freistellung,8c) Kostenübernahme durch den Arbeitgeber,8d) regelmäßige Teilnahme an externer/ extern begleiteter Supervision (vom Arbeitgeber finanziert),9a) Gehaltsform,9b) Tarif,9c) Höhe des monatlichen Gesamtbruttogehalts* (beim Hauptarbeitgeber),10a) Risiko des Therapieausfalles,11a) Die Dauer einer Therapieeinheit orientiert sich an,"11b) Wieviel Zeit Ihrer Arbeitszeit (Angaben in %) steht Ihnen für Aufgaben wie Teambesprechungen, Dokumentation, Fahrzeit zu Hausbesuchen, Telefonate, Aufräumarbeiten, Vor-/Nachbereitung der Therapie, Praktikumsanleitung, etc. in etwa zur Verfügung?",12a) Nicht als Arbeitszeit gerechnete und nicht vergütete Arbeitsleistungen am Arbeitsplatz,12b) Der Umfang dieser nicht vergüteten Leistungen beträgt etwa (in Wochenstunden),13a) Ich arbeite zusätzlich zu meinem Hauptarbeitsverhältnis,13b) Intention der Nebentätigkeit,14a) An meiner Arbeitsstelle gibt es eine Interessensvertretung,14b) Ich bin Mitglied in einer Gewerkschaft,"15a) größere strukturelle Veränderungen, wie beispielsweise Eigentümerwechsel, Konzernbildung, usw.",15b 2)Stehen die angegebenen „wesentlichen Veränderungen“ überwiegend im Zusammenhang mit der Corona-Pandemie?,15b) Wesentliche Verschlechterungen der Arbeitsbedingungen in den letzten 2 Jahren,15c 2)Stehen die angegebene „wesentlichen Verbesserungen“ überwiegend im Zusammenhang mit der Corona-Pandemie?,15c) Wesentliche Verbesserungen der Arbeitsbedingungen in den letzten 2 Jahren,18a) Welche Serviceleistungen des DVE für Angestellte sind Ihnen bekannt?,18b) Welche Serviceleistungen des DVE für Angestellte haben Sie im letzten Jahren genutzt?,Anzahl aller wahrgenommen Fortbildungstage in den letzten 12 Monaten,Anzahl der Freistellungstage,Anzahl der Freistellungstage,Anzahl der Freistellungstage,Anzahl der Freistellungstage,Minuten bei Einzeltherapie,Minuten bei Gruppentherapie,Wie beurteilen Sie das Betriebsklima in Ihrer Einrichtung insgesamt? Bewerten Sie auf einer Skala von 1 (nahezu unerträglich) bis 10 (könnte nicht besser sein).,Wie beurteilen Sie die Zusammenarbeit mit Vorgesetzen? Bewerten Sie auf einer Skala von 1 (äußerst schlecht) bis 10 (könnte nicht besser sein).,Wie beurteilen Sie die Zusammenarbeit mit den Kolleg:innen? Bewerten Sie auf einer Skala von 1 (äußerst schlecht) bis 10 (könnte nicht besser sein).,Wie zufrieden sind Sie insgesamt mit Ihrer aktuellen Arbeitssituation? Bewerten Sie auf einer Skala von 1 (sehr unzufrieden) bis 10 (sehr zufrieden).,Wie zufrieden sind Sie mit diesen Leistungen gewesen? Bewerten Sie auf einer Skala von 1 (sehr unzufrieden) bis 10 (sehr zufrieden).,"nicht vertraglich festgelegt (flexibel nach Bedarf), ca.: 1-40 Wochenstunden",vertraglich festgelegt (1-40) Wochenstunden
10,ja,30 - 39 Jahre,11 - 20 Jahre,weiblich,Baden-Württemberg,Bachelor / Diplom,Vollzeit (ab 35h/ Woche),,nein,nein,Abteilungs-/ Teamleitung (Institution),1 - 5 Mitarbeiter,in zur Verfügung gestellte,Praxis/ Therapiezentrum (Kassenzulassung),"[' Geriatrie', ' Neurologie']",39,[' trifft nicht zu'],,Ausgleich über Freizeit,ja,ja,ja,ja,nein,Festgehalt,Haustarifvertrag,"3250,-  –  3499,- €",Risiko trägt die/der Arbeitgeber,der Heilmittel-Richtlinie,20 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,Betriebsrat,nein,nein,ja,[' berufsfremde Tätigkeiten (z.B. Pflegetätigkeiten)'],nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' Newsletter des Fachausschuss für Angestellte', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage', ' telefonische Sprechstunde zur Arbeitsrechtsberatung durch Rechtsanwälte (dienstags 16:30-18:30 Uhr)']","[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage', ' telefonische Sprechstunde zur Arbeitsrechtsberatung durch Rechtsanwälte (dienstags 18:00-20:00 Uhr)']",3.0,3.0,3.0,3.0,3.0,,,9,9,9,9,9,3.0,
11,ja,30 - 39 Jahre,7 - 10 Jahre,männlich,Hamburg,Bachelor / Diplom,Vollzeit (ab 35h/ Woche),,nein,nein,Abteilungs-/ Teamleitung (Institution),6 - 10 Mitarbeiter,in zur Verfügung gestellte,Praxis/ Therapiezentrum (Kassenzulassung),"[' Geriatrie', ' Neurologie', ' Pädiatrie']",40,[' trifft nicht zu'],,Ausgleich über Freizeit,nein,ja,ja,ja,nein,Festgehalt,"nein, frei verhandelt","über 3500,-€",Risiko trägt die/der Arbeitgeber,der Heilmittel-Richtlinie,5 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,nein,ja,[' Personalabbau'],nein,[' trifft für mich nicht zu / keine Veränderungen'],[' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage'],[' Broschüre Arbeitsrecht'],5.0,5.0,5.0,5.0,5.0,,,4,9,8,3,10,,6.0
12,ja,60 plus Jahre,über 20 Jahre,weiblich,Niedersachsen,Berufsfachschule,Vollzeit (ab 35h/ Woche),,nein,nein,Abteilungs-/ Teamleitung (Institution),6 - 10 Mitarbeiter,in zur Verfügung gestellte,(Akut-)Krankenhaus,"[' Geriatrie', ' Neurologie', ' Orthopädie/Traumatologie/Rheumatologie']",39,"[' feiertags', ' samstags', ' sonntags']",JA,wahlweise Freizeit/Bezahlung,ja,nein,,,nein,Festgehalt,AVR/KODA/ZKO (kirchlicher Träger),"über 3500,-€",Risiko trägt die/der Arbeitgeber,der Heilmittel-Richtlinie,30 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,Mitarbeitervertretung,"ja, ver.di",nein,ja,"[' Arbeitsverdichtung (mehr Pat. in der gleichen Arbeitszeit)', ' Personalabbau', ' berufsfremde Tätigkeiten (z.B. Pflegetätigkeiten)']",nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Broschüre Stellenbeschreibung', ' Individuelle Beratung per Mail/Telefon durch die Geschäftsstelle', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']","[' Individuelle Beratung per Mail/Telefon durch die Geschäftsstelle', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",,,,,,,,4,4,6,5,9,6.0,
13,nein,20 - 29 Jahre,3 - 6 Jahre,weiblich,Nordrhein-Westfalen,Berufsfachschule,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,trifft für mich nicht zu,,,Praxis/ Therapiezentrum (Kassenzulassung),"[' Arbeitstherapie', ' Geriatrie', ' Neurologie', ' Prävention und Gesundheitsförderung', ' Psychiatrie/Sucht/Forensik']",24,[' trifft nicht zu'],,Ausgleich über Freizeit,ja,nein,,,nein,Festgehalt,"nein, frei verhandelt","2000,-  –  2249,- €",Risiko trägt die/der Arbeitgeber,der Heilmittel-Richtlinie,20 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,nein,nein,[' trifft für mich nicht zu / keine Veränderungen'],nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Broschüre Arbeitsrecht', ' Individuelle Beratung per Mail/Telefon durch die Geschäftsstelle', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",[' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage'],,,,,,,,8,5,8,8,6,,
14,nein,40 - 49 Jahre,über 20 Jahre,offen,Baden-Württemberg,Bachelor / Diplom,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,trifft für mich nicht zu,,,Schule für Ergotherapie/ Hochschule,"[' Geriatrie', ' Neurologie', ' Orthopädie/Traumatologie/Rheumatologie', ' Prävention und Gesundheitsförderung', ' Sonstiger']",27,[' trifft nicht zu'],,Ausgleich über Freizeit,ja,nein,,,nein,Kombigehalt (Sockelbetrag und variable Leistung),Haustarifvertrag,"2000,-  –  2249,- €",trifft für mich nicht zu,trifft für mich nicht zu (z.B. als Lehrende/r),trifft für mich nicht zu (z.B. als Lehrende/r),[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,Betriebsrat,nein,ja,nein,"[' Arbeitsverdichtung (mehr Pat. in der gleichen Arbeitszeit)', ' Personalabbau', ' berufsfremde Tätigkeiten (z.B. Pflegetätigkeiten)']",nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",[' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage'],,,,,,,,7,5,8,9,8,,
15,ja,30 - 39 Jahre,3 - 6 Jahre,weiblich,Nordrhein-Westfalen,Berufsfachschule,Vollzeit (ab 35h/ Woche),,nein,nein,Fachliche Leitung (Praxis),1 - 5 Mitarbeiter,in zur Verfügung gestellte,Praxis/ Therapiezentrum (Kassenzulassung),"[' Neurologie', ' Pädiatrie']",38,[' trifft nicht zu'],,wahlweise Freizeit/Bezahlung,ja,ja,nein,ja,ja,Festgehalt,"nein, frei verhandelt","über 3500,-€",Risiko trägt die/der Arbeitgeber,der Heilmittel-Richtlinie,10 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,ja,ja,[' berufsfremde Tätigkeiten (z.B. Pflegetätigkeiten)'],nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Broschüre Stellenbeschreibung', ' Individuelle Beratung per Mail/Telefon durch den Fachausschuss für Angestellte', ' Individuelle Beratung per Mail/Telefon durch die Geschäftsstelle', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage', ' telefonische Sprechstunde zur Arbeitsrechtsberatung durch Rechtsanwälte (dienstags 16:30-18:30 Uhr)']",[' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage'],2.0,,,,,,,7,4,8,8,6,1.0,
16,nein,50 - 59 Jahre,11 - 20 Jahre,weiblich,Sachsen,Berufsfachschule,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,Fachliche Leitung (Praxis),1 - 5 Mitarbeiter,in zur Verfügung gestellte,Schule für Ergotherapie/ Hochschule,"[' Arbeitstherapie', ' Neurologie', ' Sonstiger']",34,[' samstags'],Nein,nicht geregelt,ja,nein,,,nein,Kombigehalt (Sockelbetrag und variable Leistung),"nein, frei verhandelt","2750,-  –  2999,- €",trifft für mich nicht zu,trifft für mich nicht zu (z.B. als Lehrende/r),trifft für mich nicht zu (z.B. als Lehrende/r),[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,ja,nein,"[' Arbeitsverdichtung (mehr Pat. in der gleichen Arbeitszeit)', ' Ausweitung der Arbeitszeit (ab 18 Uhr, Samstag/Sonntag)', ' Personalabbau', ' die Bedingungen in meinem Arbeitsvertrag haben sich verschlechtert (Arbeitszeitverlängerung, weniger Urlaubstage, …)']",nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Broschüre Stellenbeschreibung', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']","[' Broschüre Stellenbeschreibung', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",,,,,,,,6,6,7,6,1,2.0,
17,nein,30 - 39 Jahre,11 - 20 Jahre,weiblich,Berlin,Berufsfachschule,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,trifft für mich nicht zu,,,Praxis/ Therapiezentrum (Kassenzulassung),"[' Geriatrie', ' Orthopädie/Traumatologie/Rheumatologie', ' Pädiatrie', ' Psychiatrie/Sucht/Forensik']",30,[' trifft nicht zu'],,kein Ausgleich,nein,ja,ja,ja,nein,Kombigehalt (Sockelbetrag und variable Leistung),angelehnt an einen Tarif (d.h. keine feste Tarifbindung),"1750,-  –  1999,- €",Risiko trägt die/der Arbeitnehmer,der Heilmittel-Richtlinie,10 %,[' Aufräum-/Reinigungsarbeiten'],2.0,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,nein,nein,[' trifft für mich nicht zu / keine Veränderungen'],nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Individuelle Beratung per Mail/Telefon durch die Geschäftsstelle', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' Newsletter des Fachausschuss für Angestellte']",[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage'],4.0,4.0,4.0,4.0,4.0,,,9,9,10,10,7,,
18,nein,20 - 29 Jahre,3 - 6 Jahre,weiblich,Berlin,Bachelor / Diplom,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,trifft für mich nicht zu,,,Praxis/ Therapiezentrum (Kassenzulassung),"[' Geriatrie', ' Orthopädie/Traumatologie/Rheumatologie', ' Pädiatrie']",30,[' trifft nicht zu'],,kein Ausgleich,ja,ja,nein,teilweise,nein,Kombigehalt (Sockelbetrag und variable Leistung),"nein, frei verhandelt","1750,-  –  1999,- €",Risiko trägt die/der Arbeitnehmer,der Heilmittel-Richtlinie,20 %,[' Fahrtzeit zum Hausbesuch'],3.0,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,nein,ja,[' anderes Patientenklientel'],nein,[' trifft für mich nicht zu / keine Veränderungen'],[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage'],[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage'],3.0,,,,,,,8,8,9,2,8,,
19,nein,20 - 29 Jahre,bis 2 Jahre,weiblich,Baden-Württemberg,Berufsfachschule,Vollzeit (ab 35h/ Woche),,nein,nein,trifft für mich nicht zu,,,(Akut-)Krankenhaus,[' Geriatrie'],38,[' trifft nicht zu'],,Ausgleich über Freizeit,ja,nein,,,nein,Festgehalt,TV-L,"3250,-  –  3499,- €",trifft für mich nicht zu,"keine Vorgaben, individuell frei gestaltbar",trifft für mich nicht zu (z.B. als Lehrende/r),[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,Personalrat,nein,ja,ja,[' berufsfremde Tätigkeiten (z.B. Pflegetätigkeiten)'],nein,[' trifft für mich nicht zu / keine Veränderungen'],[' Broschüre Stellenbeschreibung'],[' Broschüre Stellenbeschreibung'],,,,,,,,5,2,4,4,5,,
20,nein,20 - 29 Jahre,bis 2 Jahre,weiblich,Bayern,Berufsfachschule,Teilzeit (weniger als 35/ Woche),aus gesundheitlichen Gründen,nein,nein,trifft für mich nicht zu,,,Praxis/ Therapiezentrum (Kassenzulassung),"[' Neurologie', ' Orthopädie/Traumatologie/Rheumatologie']",25,[' trifft nicht zu'],,Ausgleich über Freizeit,ja,ja,ja,teilweise,nein,Festgehalt,"nein, frei verhandelt","1750,-  –  1999,- €",Risiko trägt die/der Arbeitnehmer,der Heilmittel-Richtlinie,15 %,[' Vor- und Nachbereiten der Therapie'],1.0,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,nein,nein,[' trifft für mich nicht zu / keine Veränderungen'],nein,"[' die Bedingungen in meinem Arbeitsvertrag haben sich verbessert (Arbeitszeitverkürzung, mehr Urlaubstage, …)']",[' Newsletter des Fachausschuss für Angestellte'],[' Newsletter des Fachausschuss für Angestellte'],7.0,2.0,2.0,2.0,2.0,,,10,10,9,7,4,,
21,nein,20 - 29 Jahre,bis 2 Jahre,weiblich,Sachsen-Anhalt,Berufsfachschule,Vollzeit (ab 35h/ Woche),,nein,nein,trifft für mich nicht zu,,,Praxis/ Therapiezentrum (Kassenzulassung),[' Sonstiger'],40,[' trifft nicht zu'],,wahlweise Freizeit/Bezahlung,ja,ja,ja,ja,nein,Festgehalt,"nein, frei verhandelt","2250,-  –  2499,- €",Risiko trägt die/der Arbeitnehmer,der Heilmittel-Richtlinie,5 %,"[' Dokumentation/Berichte schreiben', ' Vor- und Nachbereiten der Therapie']",1.0,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,ja,ja,[' trifft für mich nicht zu / keine Veränderungen'],nein,[' trifft für mich nicht zu / keine Veränderungen'],[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage'],[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage'],3.0,3.0,3.0,3.0,3.0,,,7,6,7,7,5,,
22,ja,50 - 59 Jahre,über 20 Jahre,weiblich,Nordrhein-Westfalen,Berufsfachschule,"angestellt geringfügig (bis 520,-€)",dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,trifft für mich nicht zu,,,Kindergarten/ Schule,"[' Neurologie', ' Orthopädie/Traumatologie/Rheumatologie', ' Pädiatrie']",8,[' trifft nicht zu'],,wahlweise Freizeit/Bezahlung,ja,ja,nein,nein,nein,Festgehalt,"nein, frei verhandelt","520,-€",Risiko trägt die/der Arbeitnehmer,der Heilmittel-Richtlinie,10 %,"[' Aufräum-/Reinigungsarbeiten', ' Dokumentation/Berichte schreiben']",2.0,fachfremd,ja,nein,nein,nein,nein,"[' weniger Unterstützung für Fortbildung (finanziell, dienstfrei)']",ja,"[' die Bedingungen in meinem Arbeitsvertrag haben sich verbessert (Arbeitszeitverkürzung, mehr Urlaubstage, …)']","[' Individuelle Beratung per Mail/Telefon durch die Geschäftsstelle', ' Newsletter des Fachausschuss für Angestellte', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",[' telefonische Sprechstunde zur Arbeitsrechtsberatung durch Rechtsanwälte (dienstags 18:00-20:00 Uhr)'],5.0,,,,,,,7,6,9,5,6,,
23,ja,40 - 49 Jahre,bis 2 Jahre,weiblich,Baden-Württemberg,Berufsfachschule,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,ja,trifft für mich nicht zu,,,Praxis/ Therapiezentrum (Kassenzulassung),"[' Neurologie', ' Orthopädie/Traumatologie/Rheumatologie', ' Pädiatrie']",20,[' trifft nicht zu'],,wahlweise Freizeit/Bezahlung,ja,ja,ja,ja,nein,Festgehalt,"nein, frei verhandelt","1500,-  –  1749,- €",Risiko trägt die/der Arbeitgeber,der Heilmittel-Richtlinie,10 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,nein,nein,[' trifft für mich nicht zu / keine Veränderungen'],nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Broschüre Arbeitsrecht', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' Newsletter des Fachausschuss für Angestellte', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']","[' Broschüre Arbeitsrecht', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",10.0,3.0,3.0,3.0,3.0,,,8,7,7,8,8,,
24,ja,50 - 59 Jahre,über 20 Jahre,männlich,Nordrhein-Westfalen,Master,Vollzeit (ab 35h/ Woche),,nein,nein,Abteilungs-/ Teamleitung (Institution),über 10 Mitarbeiter,in zur Verfügung gestellte,(Akut-)Krankenhaus,"[' Arbeitstherapie', ' Psychiatrie/Sucht/Forensik']",39,[' trifft nicht zu'],,Ausgleich über Freizeit,ja,ja,ja,teilweise,nein,Festgehalt,AVR/KODA/ZKO (kirchlicher Träger),"über 3500,-€",Risiko trägt die/der Arbeitgeber,trifft für mich nicht zu (z.B. als Lehrende/r),25 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,Mitarbeitervertretung,nein,nein,nein,[' trifft für mich nicht zu / keine Veränderungen'],nein,[' mehr Personal'],"[' Broschüre Arbeitsrecht', ' Broschüre Stellenbeschreibung', ' Individuelle Beratung per Mail/Telefon durch den Fachausschuss für Angestellte', ' Individuelle Beratung per Mail/Telefon durch die Geschäftsstelle', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' Newsletter des Fachausschuss für Angestellte', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage', ' telefonische Sprechstunde zur Arbeitsrechtsberatung durch Rechtsanwälte (dienstags 16:30-18:30 Uhr)']",[' Newsletter des Fachausschuss für Angestellte'],4.0,4.0,4.0,4.0,4.0,,,7,9,9,9,8,32.0,
25,nein,20 - 29 Jahre,3 - 6 Jahre,weiblich,Niedersachsen,Berufsfachschule,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,trifft für mich nicht zu,,,Praxis/ Therapiezentrum (Kassenzulassung),"[' Neurologie', ' Pädiatrie']",32,[' trifft nicht zu'],,Ausgleich über Freizeit,ja,ja,nein,ja,nein,Festgehalt,TVöD,"3000,-  –  3249,- €",Risiko trägt die/der Arbeitgeber,der Heilmittel-Richtlinie,10 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,Betriebsrat,nein,ja,ja,[' Personalabbau'],nein,[' trifft für mich nicht zu / keine Veränderungen'],[' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage'],[' Broschüre Stellenbeschreibung'],1.0,,,,,,,5,6,7,5,8,,
26,ja,50 - 59 Jahre,über 20 Jahre,weiblich,Brandenburg,Bachelor / Diplom,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,trifft für mich nicht zu,,,Wohn-/ Pflegeeinrichtung,[' Geriatrie'],30,[' samstags'],Nein,Ausgleich über Freizeit,nein,ja,ja,nein,nein,Festgehalt,angelehnt an einen Tarif (d.h. keine feste Tarifbindung),"2000,-  –  2249,- €",trifft für mich nicht zu,"keine Vorgaben, individuell frei gestaltbar",20 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,nein,nein,[' Arbeitsverdichtung (mehr Pat. in der gleichen Arbeitszeit)'],nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' Newsletter des Fachausschuss für Angestellte', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",[' Newsletter des Fachausschuss für Angestellte'],2.0,1.0,1.0,1.0,1.0,,,6,5,8,6,8,,
27,nein,20 - 29 Jahre,bis 2 Jahre,weiblich,Baden-Württemberg,Berufsfachschule,Vollzeit (ab 35h/ Woche),,nein,nein,trifft für mich nicht zu,,,Praxis/ Therapiezentrum (Kassenzulassung),"[' Neurologie', ' Pädiatrie']",35,[' trifft nicht zu'],,wahlweise Freizeit/Bezahlung,ja,ja,nein,nein,nein,Festgehalt,"nein, frei verhandelt","1750,-  –  1999,- €",Risiko trägt die/der Arbeitnehmer,der Heilmittel-Richtlinie,10 %,"[' Aufräum-/Reinigungsarbeiten', ' Dokumentation/Berichte schreiben', ' Telefonate/Gespräche mit Angehörigen/anderen Fachpersonen etc.', ' Vor- und Nachbereiten der Therapie']",4.0,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,nein,nein,"[' weniger Unterstützung für Fortbildung (finanziell, dienstfrei)']",nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage'],5.0,,,,,,,4,4,5,2,3,,
28,ja,30 - 39 Jahre,7 - 10 Jahre,weiblich,Sachsen,Bachelor / Diplom,Vollzeit (ab 35h/ Woche),,nein,nein,Fachliche Leitung (Praxis),1 - 5 Mitarbeiter,in zur Verfügung gestellte,Praxis/ Therapiezentrum (Kassenzulassung),"[' Neurologie', ' Pädiatrie']",40,[' trifft nicht zu'],,wahlweise Freizeit/Bezahlung,ja,ja,ja,ja,nein,Festgehalt,"nein, frei verhandelt","über 3500,-€",Risiko trägt die/der Arbeitgeber,der Heilmittel-Richtlinie,15 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,Betriebsrat,nein,nein,nein,[' trifft für mich nicht zu / keine Veränderungen'],nein,"[' die Bedingungen in meinem Arbeitsvertrag haben sich verbessert (Arbeitszeitverkürzung, mehr Urlaubstage, …)']","[' Broschüre Arbeitsrecht', ' Broschüre Stellenbeschreibung', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' Newsletter des Fachausschuss für Angestellte', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']","[' Broschüre Arbeitsrecht', ' Broschüre Stellenbeschreibung', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' Newsletter des Fachausschuss für Angestellte', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",3.0,3.0,3.0,3.0,3.0,,,8,6,8,8,9,10.0,
